21145089	Jamia Hamdard	Dayal Bagh Education Institute University	
15868420	Periyar University	Nagarjuna University	
25443455	Uttar Pradesh Technical University (UPTU) |X| Uttar Pradesh Technical University (UPTU)	Kanpur University	
30521361		Jawaharlal Nehru Technological University (JNTU)	
12048999		University Vishveshvaraya College of Engineering (UVCE)	
31469439		Osmania University	
22632386		Sri Venkateshwara University (SVU), Tirupati	
31069733		Jawaharlal Nehru Technological University (JNTU)	
31672322	Andhra University	Andhra University	
23036288		Calcutta University	
30722290		Pune University	
31094172	Nagarjuna University	Nagarjuna University	
31958079		Jawaharlal Nehru Technological University (JNTU)	
19241820		Anna University	
25625947		Jawaharlal Nehru Technological University (JNTU)	
31823363	Osmania University	Sri Venkateshwara University (SVU), Tirupati	
164170	S.P. Jain Center of Management, Dubai / Singapore	Rajiv Gandhi Institute of Technology, Kottayam	
28938151		Biju Patnaik University of Technology (BPUT)	
20943453	IBMR, IPS Academy affiliated by DAVV Indore	RAJEEV GANDHI TECHNICAL University, BHOPAL	
25651067	Indira Gandhi National Open University (IGNOU) |X| IGNOU	Lucknow University	
29624383	Jawaharlal Nehru Technological University (JNTU)	Sri Venkateshwara University (SVU), Tirupati	
27733710	Madras University	Sri Venkateshwara University (SVU), Tirupati	NO
31529021		Biju Patnaik University of Technology (BPUT)	
21761565		Jawaharlal Nehru University (JNU) |X| Jawahar Lal	
29804765		Sri Krishnadevaraya University (SKU)	
31958093		Madurai Kamaraj University (MKU)	
30070559		Nagarjuna University	
23618695		Maharishi Dayanand University (MDU), Rohtak	
24545915		Panjab University |X| Punjab	
31463366		Sri Venkateshwara University (SVU), Tirupati	
31101525		Osmania University	
7519943	Pune University	Pune University	
15021709		Jawaharlal Nehru Technological University (JNTU)	
29826346	GAYA COLLEGE , GAYA	GAYA COLLEGE , GAYA	
31463954		Sri Venkateshwara University (SVU), Tirupati	
29717299		Biju Patnaik University of Technology (BPUT)	
25935327		Visveswaraiah Technological University (VTU)	
31731754		council of higher secondary education odisha	
16582194	Osmania University	Osmania University	
10435133	NSE	Calcutta University	
31830068		Nagarjuna University	
11620862		C.C.S.University, Meerut	
31751022	Andhra University	Andhra University	
27041064			
26239150		Amravati University |X| Amaravati	
31268203	Sri Venkateshwara University (SVU), Tirupati |X| Sri Venkateshwara University Tirupati	Sri Krishnadevaraya University (SKU)	
26542052		I.E.T. Lucknow	
22601306	asian school of business management	Utkal University	
27654131	TELANGANA UNIVERSITY	Osmania University	
31697864		bharath university	
19081990	International School of Business And Media (ISBM)	Delhi University - Shri Ram College of Commerce (SRCC)	
31681639	Jawaharlal Nehru Technological University (JNTU)	Osmania University	
31388923		Sri Venkateshwara University (SVU), Tirupati	
31687593	Biju Patnaik University of Technology (BPUT)	North Orissa University (NOU)	
31936999		Jawaharlal Nehru Technological University (JNTU)	
31668844		Bharath Institute of Science and Technology	
31578968		Nagarjuna University	
27639892		Jawaharlal Nehru Technological University (JNTU)	
15274585	Karnataka State Open University (KSOU)	Karnataka University	
25853361		Pondicherry University	
31260749	Institute of Cost And Works Accountants of India (ICWAI) |X| ICWAI	Nagarjuna University	
29435789	TELAGANA UNIVERSITY	Osmania University	
31142467	Sri Venkateshwara University (SVU), Tirupati |X| Sri Venkateshwara University Tirupati	Sri Krishnadevaraya University (SKU)	
26688036		Dr. MGR University	
31005278		Panjab University |X| Punjab	
26218003		Maheshwara Institute of Technology	
30219137	Sri Venkateshwara University (SVU), Tirupati |X| Sri Venkateshwara University Tirupati	Sri Venkateshwara University (SVU), Tirupati	
28536588	Nagarjuna University	Nagarjuna University	
31917621	Rajiv Gandhi Proudyogiki Vishwavidyalaya (RGPV), Bhopal	Vikram University, Ujjain	
25167602	Jawaharlal Nehru Technological University (JNTU)	Osmania University	
31509039	Nagarjuna University	Nagarjuna University	
28731484	Jawaharlal Nehru Technological University (JNTU)	acharya nagrjuna university	Others
27639382		Uttar Pradesh Technical University (UPTU)	
31505310		Sri Krishnadevaraya University (SKU)	
31941194		Nagarjuna University	
12250711		West Bengal University of Technology (WBUT)|X| of WBUTech	
20374919		Rajasthan University	
22901536	Pune University	Pune University	
27925480	Sri Venkateshwara University (SVU), Tirupati |X| Sri Venkateshwara University Tirupati	Sri Venkateshwara University (SVU), Tirupati	
9350529	Sri vasavi college,erode	Bharathidasan College of Arts&Science,Erode.	
26849168		Visvesvaraya National Institute Of Technology (NIT), Nagpur |X| REC	
30290910	Govind Ballabh Pant University	Orissa University of Ag. & Tech.	
2953654	Symbiosis Centre for Distance Learning (SCDL)	Amravati University |X| Amaravati	
1150822		WBSCTE	
31828660		Sri Venkateshwara University (SVU), Tirupati	
31605361		Osmania University	
26995669	Kakatiya University	Kakatiya University	Kakatiya University
5972379	Madurai Kamaraj University (MKU)	Karnataka University	VINAYA MISSION UNIVERSITY
8894073		helwane univerisety	
27356956		Osmania University	
23612918		GAUTUM BUDHA TECHANICAL UNIVERCITY LUCKNOW	
26057868	Uttar Pradesh Technical University (UPTU) |X| Uttar Pradesh Technical University (UPTU)	Ch Charan Singh University (CCSU), Meerut	
30011264	Bharathidasan University, Trichy |X| Bharatidasan Trichy	Sri Venkateshwara University (SVU), Tirupati	
31136002	SRI PADMAVATHI MAHILA UNIVERSITY	Osmania University	
31457961		Sri Venkateshwara University (SVU), Tirupati	
31404120	Osmania University	Nagarjuna University	
14190036	Madurai Kamaraj University (MKU)	Indraprastha College for Women	
29858494		Jawaharlal Nehru Technological University (JNTU)	
27199439		Jawaharlal Nehru Technological University (JNTU)	
30074363		Uttar Pradesh Technical University (UPTU)	
27744398	NOVA BUSINESS SCHOOL	Kakatiya University	
1460418	Mannheim Business School, Mannheim University, Germany	Delhi University - Other	
31749833		Deakin University	
31185184		Biju Patnaik University of Technology (BPUT)	
29476793		LNCT, Indore	
1937043	Xavier's Institute of Management (XIMS), Bhuvaneshwar |X| Xavier's Inst. Of Mgmt (XIM) Bhuvaneshwar	National Institute of Technology (NIT), Rourkela |X| REC	
23088518		Ch Charan Singh University (CCSU), Meerut	
30434568	Pune University	Bundelkhand University	
17288217		Calicut University	
29319154		Jawaharlal Nehru Technological University (JNTU)	
18978639		Mumbai University	
31640494	NEW PORT UNIVERSITY	Kakatiya University	
31828560	Sri Venkateshwara University (SVU), Tirupati |X| Sri Venkateshwara University Tirupati	Sri Venkateshwara University (SVU), Tirupati	
23105043	Rajiv Gandhi Proudyogiki Vishwavidyalaya (RGPV), Bhopal	Jiwaji University	
26240300		Jawaharlal Nehru Technological University (JNTU)	
27738700		Jawaharlal Nehru Technological University (JNTU)	
21792859	Pune University	Shivaji University, Maharasthra	
31935587	Kakatiya University	Kakatiya University	
31897006	Lucknow University	Meerut University	
31567386	Uttar Pradesh Technical University (UPTU) |X| Uttar Pradesh Technical University (UPTU)	Veer Bahadur Singh Purvanchal University (VBSPU)	
28961388		Anna University	
31326634		Biju Patnaik University of Technology (BPUT)	
31821082		Jawaharlal Nehru Technological University (JNTU)	
30959808	na	Jawaharlal Nehru Technological University (JNTU)	Jawaharlal Nehru Technological University (JNTU)
13626275		Board of Technical Education (BTE)	
31579769	Centre for Development of Advanced Computing (CDAC) |X| CDAC	Rajiv Gandhi Proudyogiki Vishwavidyalaya (RGPV), Bhopal	
24653290	Institute of Chartered Financial Analysts of India (ICFAI) |X| ICFAI, Hyderabad	Calcutta University	
26156390	Bangalore University	Ch Charan Singh University (CCSU), Meerut	
27525851		Nagpur University	
27509437		Jawaharlal Nehru Technological University (JNTU)	
19843920	Andhra University	Andhra University	
18979644		Visveswaraiah Technological University (VTU)	
26117605		Biju Patnaik University of Technology (BPUT)	
7045495	Symbiosis Centre for Distance Learning (SCDL)	Uttar Pradesh Technical University (UPTU)	
22424555		Delhi University - Other	
21152546		Jawaharlal Nehru University (JNU) |X| Jawahar Lal	
7321629		M.D.UNIVERSITY, ROHTAK	
30765494		Jawaharlal Nehru Technological University (JNTU)	
31531916		Nagarjuna University	
6472211	Chennai University	Stella Maris College (SMC), Chennai	
31800023		Biju Patnaik University of Technology (BPUT)	
22665625	Madras University	Sri Venkateshwara University (SVU), Tirupati	
31462588	Sri Venkateshwara University (SVU), Tirupati |X| Sri Venkateshwara University Tirupati	Sri Venkateshwara University (SVU), Tirupati	
24117992		Kuvempu University, Karnataka	
18771938	Guwahati University	Osmania University	
25730117		Amity University	
9991997		Anna University	
31378710	Veer Bahadur Singh Purvanchal University (VBSPU)	Veer Bahadur Singh Purvanchal University (VBSPU)	
31617696	Andhra University	Andhra University	
31140331		Nagarjuna University	
20541811	Biju Patnaik University of Technology (BPUT)	Utkal University	
27319651		Noida Instituteof engineering &Technology	
10712853		Kurukshetra University	
16642658	institute of Management Technology (IMT), Ghaziabad |X| IMT, Ghaziabad	Graphic Era Institute of Technology	
23839266		Jawaharlal Nehru Technological University (JNTU)	
31838636		Jawaharlal Nehru Technological University (JNTU)	
29711668		Jawaharlal Nehru Technological University (JNTU)	
31977773		Annamalai University	
21947820	IASE in rajasthan	Osmania University	
11869075	kohinoor center for management research	Amravati University |X| Amaravati	
29154259		BPUT,Odisha	
18726614		Mumbai University	
31674836		Sri Venkateshwara University (SVU), Tirupati	
7376213	Linkoping University, Sweden	Krishnsamy College of Engg. & Tech., Cuddalore	
26482142		Sri Krishnadevaraya University (SKU)	
31932079		Osmania University	
31978940			
19937441		Punjab Technical University (PTU)	
31895620		TNAU	
29055367	Rajiv Gandhi Proudyogiki Vishwavidyalaya (RGPV), Bhopal	Vikram University, Ujjain	
31236714	Nagarjuna University	Nagarjuna University	
30174551	Andhra University	Andhra University	
31835729		Jawaharlal Nehru Technological University (JNTU)	
30607405	Periyar University	Bhartiyar University, Coimbatore	
31895668		Sri Venkateshwara University (SVU), Tirupati	
28920940		Osmania University	
31958209		Anna University	
6587880	GHANSHYAM BINANI ACADEMY OF MANGEMENT SCIENCES,MIRZAPUR.	Lucknow University	
26293858		Utkal University	
28887493		Utkal University	
26760753	Gujarat University	Gujarat University	
23743826		Sri Venkateshwara University (SVU), Tirupati	
14782761		Vinayaka Mission University (VMU)	
31362078		Sathyabama University	
10769549		Nagpur University	
31905624		Anna University	
1695370	Institute of Chartered Accountant of India (ICAI) |X| Institute of Chartered Accountant of India (IC	Delhi University - Other	
26229011		Jawaharlal Nehru Technological University (JNTU)	
2747951	Indian Institute of Planning And Management (IIPM) |X| Indian Inst. of Planning And Management	Garden City College, Bangalore University	
28693894		Jawaharlal Nehru Technological University (JNTU)	
29967421		Osmania University	
26898524		Nagarjuna University	
29473192		Jawaharlal Nehru Technological University (JNTU)	
31626656	Andhra University	Nagarjuna University	
31002785	Sri Venkateshwara University (SVU), Tirupati |X| Sri Venkateshwara University Tirupati	Sri Krishnadevaraya University (SKU)	
31799939	Nagarjuna University	Nagarjuna University	
31724010		Jawaharlal Nehru Technological University (JNTU)	
11409008		Visveswaraiah Technological University (VTU)	
30371903		Kakatiya University	
31843366		Jawaharlal Nehru Technological University (JNTU)	
21667190	DAV Institute of Management (DAVIM), Faridabad |X| DAV Institute of Management Faridabad	DAV Institute Of Management (DAVIM), Faridabad |X| of	
31894649		Kurukshetra University	
31520874	Nagarjuna University	Nagarjuna University	
31790045	Gulbarga University	Gulbarga University	
31845043		Anna University	
31670383		Osmania University	
23682441	Punjabi University, Patiala	Delhi University - Other	
29124162	Uttar Pradesh Technical University (UPTU) |X| Uttar Pradesh Technical University (UPTU)	Magadh University	
31837384	Bharathidasan University, Trichy |X| Bharatidasan Trichy	Nagarjuna University	
19269701		DISHA INSTITUTE OF MANAGEMENT & TECHONOLOGY	
29403524		West Bengal University of Technology (WBUT)|X| of WBUTech	
21596285	Osmania University	sri krushnadevaraya univercity	
29892633		Sri Venkateshwara University (SVU), Tirupati	
26438321	Bharathidasan University, Trichy |X| Bharatidasan Trichy	Sri Venkateshwara University (SVU), Tirupati	
25354593	Osmania University	Sri Krishnadevaraya University (SKU)	
31711948	Anna University	Sri Venkateshwara University (SVU), Tirupati	
31409540		Nagarjuna University	
31843263		Jawaharlal Nehru Technological University (JNTU)	
28942397	Anna University	Alagappa University	
9965571		Board of Technical Education (BTE)	
23896512		Visveswaraiah Technological University (VTU)	
31930401	Jawaharlal Nehru Technological University (JNTU)	Sambalpur University	
26235560		Berhampur University	
31828365	Cochin University of Science And Technology (CUST) |X| Cochin University of Science And Technology, 	LNMU, Dharbanga	
23263752		Andhra University	
30703031	Sri Venkateshwara University (SVU), Tirupati |X| Sri Venkateshwara University Tirupati	Sri Venkateshwara University (SVU), Tirupati	Sri Venkateshwara University (SVU), Tirupati |X| Sri Venkateshwara University Tirupati
30126741		Jawaharlal Nehru Technological University (JNTU)	
31459656		Nagarjuna University	
14958917	Asian school Of Business Management, ASBM	Utkal University	
21819375	Anna University	Bharathidasan University, Trichy |X| Bharatidasan	
20356535		Delhi College of Engineering (DCE), Delhi |X| New	
29172649	Sri Venkateshwara University (SVU), Tirupati |X| Sri Venkateshwara University Tirupati	Sri Venkateshwara University (SVU), Tirupati	
31890361	North Orissa University (NOU)	Biju Patnaik University of Technology (BPUT)	
29150155			
25181905	Anna University	Anna University	
31297185		Jawaharlal Nehru Technological University (JNTU)	
31539241		Jawaharlal Nehru Technological University (JNTU)	
29026043		Jawaharlal Nehru Technological University (JNTU)	
31067051		Visveswaraiah Technological University (VTU)	
31820061	Jawaharlal Nehru Technological University (JNTU)	Nagarjuna University	
24081121		Jawaharlal Nehru Technological University (JNTU)	
27169343	Osmania University	Sri Venkateshwara University (SVU), Tirupati	
30037919	National Power Training Institute (NPTI)	Rajiv Gandhi Proudyogiki Vishwavidyalaya (RGPV), Bhopal	
29069255		Sri Krishnadevaraya University (SKU)	
27886378	Andhra University	Andhra University	
31870198	Gulbarga University	Gulbarga University	
31958227		Nagarjuna University	
19324683	Graphic era University	Utkal University	
8683401		Kammavari Sangam Institute of Technology	
31851318		Nagarjuna University	
31702247		Sri Venkateshwara University (SVU), Tirupati	
30043169	Nagarjuna University	Nagarjuna University	
26655235		Jawaharlal Nehru Technological University (JNTU)	
6577065		NarsaraopateengineeringCollege	
31899300	Sheffield Hallam University	Osmania University	
29974218		Anna University	
31728232		Andhra University	
31893843	Biju Patnaik University of Technology (BPUT)	Kalyani Ray Mahavidyalaya Rourkela	
27558966	Xavier Institute of Social Service (XOSS), Ranchi |X| XISS, Ranchi	Sambalpur University	
21164588		Anna University	
24372649	Tilka Manjhi Bhagalpur University, Bhagalpur	Tilka Manjhi Bhagalpur University, Bhagalpur	
31862802		Sri Venkateshwara University (SVU), Tirupati	
31597929		Nagarjuna University	
29475370	Jawaharlal Nehru Technological University (JNTU)	Andhra University	
31872856		Jawaharlal Nehru Technological University (JNTU)	
30693154	Anna University	Sri Venkateshwara University (SVU), Tirupati	
29983504		Acharya Nagarjuna University(ANU),Guntur	
31183751		Nagarjuna University	
31733389		Anna University	
31147299		Uttar Pradesh Technical University (UPTU)	
31891589	Sambalpur University	Utkal University	
15624870		Visveswaraiah Technological University (VTU)	
31834438	Cochin University of Science And Technology (CUST) |X| Cochin University of Science And Technology, 	Mahatma Gandhi University (MGU)	
16716562	Veer Bahadur Singh Purvanchal University (VBSPU)	Veer Bahadur Singh Purvanchal University (VBSPU)	
27558796	Uttar Pradesh Technical University (UPTU) |X| Uttar Pradesh Technical University (UPTU)	awadh university faizabad	
30410043		Pune University	
21620993		Andhra University	
27200095		GEIT-Dehradun	
27189102		Jawaharlal Nehru University (JNU) |X| Jawahar Lal	
23433340		Anna University	
31958250		Andhra University	
24178323	Vignan school of pg studies	TJPS COLLEGE	
22544953		Ndmvps COE Nasik	
28203235		Maharishi Dayanand University (MDU), Rohtak	
31240761		Nagarjuna University	
27319915		csvtu bhilai	
24707081		Jawaharlal Nehru Technological University (JNTU)	
27841698	u.p.board	u.p.board	U.P.B.T.E. Lucknow
20740165	BIRLA INSTITUTE OF TECHNOLOGY KOLKATA	BIRLA INSTITUTE OF TECHNOLOGY KOLKATA	
31909562	Yashwantrao Chavan Maharashtra Open University (YCMOU)	Vinoba Bhave University (VBU)	
28818431		Jawaharlal Nehru Technological University (JNTU)	
31467305		Jawaharlal Nehru Technological University (JNTU)	
15768946	West Bengal University of Technology (WBUT) |X| West Bengal University of Technology (WBUTech)	Guwahati University	
31870024		Jawaharlal Nehru Technological University (JNTU)	
31958257		Andhra University	
26678716		Jawaharlal Nehru Technological University (JNTU)	
28915000		Osmania University	
31329989		Uttar Pradesh Technical University (UPTU)	
13512585	Gujarat University	Maharaja Sayajirao University (MSU), Baroda |X| of MSUB	
24011487	Magadh University	Magadh University	
31727821		Kakatiya University	
13970188		nenitonal insitut of open school	
28992154		Biju Patnaik University of Technology (BPUT)	
22571707	Mahatma Gandhi University (MGU)	Mahatma Gandhi University (MGU)	
4046198	Sri Venkateshwara University (SVU), Tirupati |X| Sri Venkateshwara University Tirupati	S.K.University, Anantapur	
23994242	Nagarjuna University	Nagarjuna University	na
31534891	Kakatiya University	Kakatiya University	
30424491		Jawaharlal Nehru Technological University (JNTU)	
24228998		Visveswaraiah Technological University (VTU)	
31881203	Sri Venkateshwara University (SVU), Tirupati |X| Sri Venkateshwara University Tirupati	Sri Venkateshwara University (SVU), Tirupati	
31958267		Nagarjuna University	
